text	labels
Richard Fawkes' writing is stilted, his phrases repetitive, and he doesn't convince me at all that he knows anything about the military. Don't waste your time or money	0
"I DEDICATE THIS Review TO WOMEN ALL AROUND THE WORLD OF ALL COLOUR,RACES,RELIGIONS,NATIONALITY AND CREED...(ALL WOMEN ARE EQUAL,IN MY EYES....Nigel..)In this remarkable novel,SK makes his debut.An unlikely but good book.It has a good dose of horror/suspense and it is one of the best books I have ever read...It is simply about a teenager from Maine,named Carietta White(Carrie).From the beginning of the story we see who her mother(Margaret white)takes advantage of her,making her feel stupid and left out.Similiarly in school,Carrie is always the ""Black sheep"",she has not friends and she is always picked upon.She is very unusual and strange,at least to most people,especially the ones in the book(story).(but I would say quite frankly that I didn't see here as anybody but a normal healthy teenage girl.)At the beginning of the story we also see that Carrie has her first period while taking a shower at school.She is laughed at and all the other girls throw toilet paper and tampons at her.This is her first big humiliation.(I am a guy,I know not much about a period,so please forgive my use of the term openly)Anyway,back to the plot:Carrie soon realizes that she is Psychic.She starts to practice using her powers gradually.It seems as though she had the powers since birth,but the powers were dormant until puberty or at least she was unaware of it.So,so far we see this:a very unusual girl with psychic powers and a stupid mother.The story initially and mostly circulates around these facts but things get a little messy towards the middle and end.Allow me.....It is later revealed in the story that the psychic gift is sort of genetic.Carrie's mother explains alot of things,but she is still a bad mother.(but I still can't hate carries's mother,because most mothers are sort of protective over their children)Soon Carrie gets her first friend Sue.Sue feels sorry for Carrie and helps her to get a date for the prom.This date is Tommy Ross...Meanwhile,one of the bad girls,Chris,is unable to attend the prom.So,she sets up a nasty revenge against Carrie.Believe me when I tell you,Chris is a very jealous girl and if she can't have something,no one else can,especially Carrie.So Chris arranges a trap for Carrie.(Two buckets of pig blood)She sets it up for the pig blood to fall on Carrie's and Tommy's head while at the prom...The plan eventually succeeds.Tommy is badly injured.Drenched in pig's blood,Carrie is laughed at,for the last time.She runs out of the building.She then remembers her psychic powers and decides to use it for revenge.She starts to close all the doors.She then turns on all the water sprinklers,wetting everyone.But with a combination of water and electricity(from the appliances)....some were electrocuted.Eventually a fire gets started.And things start to burn!She walks toward her home,burning everything within a certain radius of her powers.When she reaches home her mother tries to kill her,telling her that she is the spawn of satan.She eventually uses her powers to stop her mothers' heart beat,killing her.Eventually(this is the good part of the book),while Carrie is walking on the streets(going I don't know where)she seens Chris and Chris's boyfriend driving towards her,to bounce her.Carrie uses her powers to diverge to car,killing Chris and her stupid boyfriend.Sue eventually catches up with Carrie.Carrie doesn't kill her because she realizes that it wasn't Sue's falt but Chris's.(During the battle with her mother,Carrie was stabbed,I forgot to mention it,sorry.)So,now,talking with sue Carrie eventually breathes her last breath and speaks her last words and just,dies.(this is the sad part,I guarantee you that it would bring tears to your eyes,or maybe not)But this book is definitely good,I recommend it with all my ""Psychic"" powers.Enjoy.............This review was written by Nigel...."	1
I first purchased this book when I was a freshman in college seven years ago. It is without a doubt the best and easiest reference guide to writing I have ever read.  I love the plastic tabs that mark each section.  This guide is easy to read and follow it is organized in basic steps that are categorized accourding to section.  So for example if you need to find out how to cite a web page or a video tape, etc using the MLA style you just flip to the section called doucmentation clearly marked with a plastic tab.  I have since purchased an updated guide for myself and also bought one for my brother - a freshman in college.  I really wish I had this book when I was in high school.  I highly recommend this book to any high school, college, graduate student or writer.  I especially recomend this book for students with learning disabilities, I myself have ADD and before I got this guide I could not understand how to write a paper in the MLA style or in any style other than a book report.  I promise this is the easiest reference guide to writing ever published	1
I found this book to be very disappointing. Ms Conant and her heroine were both suffering from memory loss with this book. Not up to her usual standard	0
Excellent book - telling a shocking but real story of genocide on an unbelievable scale.	1
I decided to read this on a flight to Indiana from NY.  I managed to complete the book on the return.  It is a quick read, not a self help book, more about Merton and Nouwen finding their true self as well as the author's road to becoming a Jesuit.  I think we all want to find our true self, but not all can and some never attempt to.  Martin stresses the importance of finding our true self in order to achieve happiness that comes from within	1
This book bears litthe relevance to the 'original' fourth edition book of the same name. There is no coordination with the text. Most of the concepts are explained in terms of economics not computer science, I have to wonder if the whole idea is a gross mistake or a scam. I feel cheated	0
QBQ! by John Miller is simply amazing. This little book is a grand slam all the way! QBQ strips away all the excuses and reminds us again where it is the buck is supposed to stop. If you're looking for an instruction manaual for leaders, here it is. People don't need tricks, methods, myths or secrets...what they really need is a tool that helps them step up to the plate and be accountable for their own results. One of the biggest weaknesses of the American workforce is the ability to accept responsibility and accountability for our own actions.   Bravo for QBQ	1
This collection of poems, tho representing a fine breadth of Dickenson's works, is in final assessment a crime against the poet's great talent.  As is freely admitted in the introduction, the editor, Mr. Higginson, &quot;worked on the mechanics of the poems by smoothing out the rhymes and meter, changing the line arrangements, and rewriting the dialect of the local area.&quot;  This is a free admission of the book's guilt, having adulterated Dickenson's original poems in both content and form.  Gone are the nuances and passions that make Dickenson one of the best American writers.  Gone are the premeditated dashed and capitalizations that add depth and intensity to the poems' meanings.  And, worst of all, gone or altered are many lines that contribute to the unique vision of the artist.  As Thomas H. Johnson says in the Introduction to &quot;The Complete Poems of Emily Dickenson,&quot; A representative mid-nineteenth century traditionalist was being asked to judge the work of a wholly new order of craftsman . . . which he was not equipped to estimate.&quot;  Do yourself a favor and avoid this text.  Instead, find one that is true to the original poems, one which preserves the intent and stylistic genius of the author, and one which will give you the full and lasting effect of Emily Dickenson	0
"If it wasn't hard, everyone would do it. Hard's what makes it great."" Manager Jimmy Duggan (Tom Hanks), of the Rockrod Peaches to his All-World catcher Dottie Hinson (Geena Davis) in Penny Marshall's ""A League of Their Own"" (1992).I always think of that quote when I read these ""discussions"" of the great  (and sometimes the not so great) philosophers in the Amazon reviews. On the one hand we have the ""professional"" philosophers/Ph.D'swho appreciate the difficulty of their craft. On the other hand we have the ""almost were's""/undergraduates who cannot abide the effort it takes to decipher prose that seems unnecessarily dense. And that is how it should be, else everyone would do it, and those of us with Ph.D.'s and tenure track jobs at good colleges and universities would be out of jobs and out of luck!As for Kant, let's all be glad he's not on the job market"	1
This is one of those books where you actually feel embarrassment for the author.  The book is poorly researched, poorly written and, well, words just fail me.  While I am not a great Herriot fan, I do have to give him his due - the man could write well and could tell a good story (isn't that what authors are suppose to do?) but this guy Graham Lord, I suspect, has problems feeding paper into his typewriter!  The intire book is such an obvious ploy to make some money on the shirttail of a &quot;dead&quot; and popular author, it is rather nauseating.  Shame on the publisher for accepting such shoddy work!  I did finish the book though (thank God I did not purchase the thing) because each page became worse and worse and I could not stop, thinking with each turn of the page &quot;well it just cannot be any worse than that last page/chapter.&quot;  How wrong I was!  If you must read the thing, borrow it or check it out of a library.  I would hate to see a person waste their money, and I certainly would not want the author and his publisher to be rewarded for a work such as this.  Herriot's life, warts and all, could be such a fastinating subject.  I do hope someone will turn out a good study of him eventually.  We certainly did not get it here	0
Finally a plan that works! I have been able to keep my ideal weight, feel great and still enjoy the beneficial foods for my blood type! This book makes a difference for those out there who have had problems with weight gain or poor health. Try it!My friend recommended this book highly [...	1
The need for assassins is great - the evil keeps cranking up beyond belief as the suspense continues to buld.  What a book and what a series - more please	1
An amazing resource to the odd world of Chick collecting.  Mr. Fowler has crafted an exhausting, almost overwhelming guide to all of Chick's works and articles about him.  Everything is cross-referenced to the point of where the reader is nearly overwhelmed with information.  Minute details of publishing histories and changes to individual tracts are documented down to the smallest letter.  The book (presented in a distinctive computer printout style, possibly due to its origins as a self-published work) is packed with charts of pricing info and catalog numbers.  But even casual Chick fans will enjoy the &quot;History of the World&quot; segment, which ties all of Jack's wild theories into a cohesive narrative, and a segment devoted entirely to fun trivia (there's a list of every instance of the term &quot;haw&quot; for instance).  Each tract and comic is described, and info is given on various parodies and rip-offs.  This is a must for all Chick fans (both &quot;saved&quot; and otherwise)	1
"I really like this series of books that range from this ""Storage"" one to ""Bathrooms,"" ""Family Houses,"" etc...  but I am giving this book a 4 because it shows alot of houses that seem to be beyond the means of most people that I know around my area.  This book also likes to tell you to build storage in every little crack/space that does not currently have something useful going for it.  I am giving it 4 stars, because it does inform you of all of the different types of devices that are currently (as of the book being published) available to help you make storage possible in nooks and crannies.  It also gives you ideas and suggestions about how you can make more use out of the storage that you already have, by redesigning the shelving to make it more attractive also.  Try not to read it all at once though, because I started to gloss over stuff just to get to the end of the book.  Take it a step at a time and it will be a great start for you"	1
Private eye Philip Marlowe is asked for help to get to Mexico by Terry Lennox. Marlowe likes Lennox and agrees to help him, but later Lennox commits suicide in the small Mexican town of Otatoclan. But why was Lennox driven to such extremes?Later on, Marlowe is asked for his assistance in keeping the alcoholic writer Roger Wade on the staight-and-narrow. This is not really Marlowe's line of work, but he becomes entangled in the case especially as connections with Lennox begin slowly to emerge.This is a longer, more ambitious novel by Chandler albeit displaying the same cynical, tough edge as the other Marlowe novels I've read. The greater length allows Chandler more space for character development and reflection. The danger of this is that the novel could have felt over-extended, but for me it didn't. The ending did not come as a total surprise, but as with every other Chandler novel I've read, enjoyment of the journey rather than satisfaction at the quality of the destination is the important thing.G Rodger	1
This is for sure a great book, if you have the ability to concentrate for more than five minutes, unlike the majority of the Herd, in mean people, of today.  If your intrest lies in the substance of this book, read some other review, I'm only going to tell you that, the (1909) publication, stinks; the so called book, is more like a oversized magizine, and the print is about the size of a footnote in the bible	1
"A commentary on a book of the Bible will generally include the commentator's outline of the structure of that book.  A good outline can greatly enhance one's understanding of a biblical book, so such outlines are important.  Rarely, though, do commentators say much about how their outlines are derived.        This book, which is based on Professor Lee's doctoral dissertation, describes and illustrates a method for outlining the structure of a large section of biblical text.  This method, called ""conceptual analysis"", is a modern version of form criticism developed by Lee's advisor, Rolf Knierim.Lee describes conceptual analysis as an iterative process, where one begins by dividing a text into smaller units with coherent themes.  One then takes a deeper look to determine how the units fit together into an overall structure for the text.  Finally, the outline is critically evaluated and the steps repeated as needed. Lee demonstrates the method on Num. 10:11-36:13, a challenging section of text that has been outlined in several different ways.He divides this section into 36 units, discussing with each one the rationale for his choices.  He then argues persuasively that the key unit for the organization of the section is Num. 13:1-14:45, the account of the exploration of the Promised Land by 12 scouts, the largely negative report the scouts present to the people, and Israel's subsequent rejection of God's plan to bring them into the Promised Land.  The pivotal events in this unit largely determine the form and content of the rest of the section.Conceptual analysis is an attempt to make the outlining of a text into a ""scientific"" process, with the goal of deriving a structure from a text rather than imposing a structure upon a text.  There is no way to completely mechanize such a process, however.  Some subjectivity is inevitable, and any outline will highlight some features of a text and deemphasize others.In my opinion, one good measure of the value of an outline is the amount of fruit it yields in insight into the text.  By this criterion, I believe that Lee's outline of Num. 10:11-36:13 earns high marks.  His outline helps give satisfying answers to a number of questions about the text, as he explains in the latter stages of the book.      It is rare that a dissertation on form critical issues would be interesting to more than a handful of specialists.  This book is a notable exception, and I enthusiastically recommend it to all serious students of the book of Numbers."	1
I am a big Catherine Coulter fan, but this book is awful.  You can skip all the Soap scenes, a waste of space.  Much of the dialouge made no sense and the characters were very flat.Don't waste the $6, borrow from the library if you want to read	0
  Is the main goal of EVERY male evo-psy writer to attack feminism? Here's an experiment for you: Juxtapose the ideas in this book and, say, Pinker's Blank Slate with those of,I don't know, ANY two female evo-psi writers and watch the incongruities jump off the pages. It's f&#%ing comical. But guess what? The females' books are way better thought out and accurate while the males' are a lot of wishful thinking. Hmmm....aging, successful man writes that lovely young lasses and aging, successful males are made for each other.  That men are wired to treat sexually liberated women like s@&%, and to fawn over repressed,chastity obsessed airheads. Whatever	0
I have to say that this book is fantastic- step by step photographs for each garnish.  I just made a crab out of a cucumber in 5 minutes! 	1
Same old GW bunch of ridiculous opinions. I thought this one might be better, but no...Now even pine isn't good enough - it has to be 100 year old pine	0
"Though I usually go in for tough police thrillers, I sometimes mix things up by reading a light, funny mystery or- like this book- a quiet, thoughtful mystery set in a small town (a ""cozy"", I believe this type of mystery novel is called).  ""Still Life"" nicely combines the easygoing attributes of a ""cozy"" mystery- quirky, eccentric characters, a small-town setting, pretty much no violence- with a little modernity, in the form of occasional well-placed profanity (though not much) and modern demographics (a gay couple is included among the main characters).The main detective character, intelligent and interesting, owes a little to Christie's Hercule Poirot, but not everything.  The mystery itself is pretty interesting, too, though some aspects of its solution are a little broad and clunky, as are some of the explanations of why ultimately cleared characters were acting suspicious for a time.  Any shortcomings are quibbles, however, and shouldn't deter one from trying out this nicely done mystery story set in a quiet little corner of Quebec"	1
I thought that she was going to explain to you how to invest in rental properties without going into deep debt for yourself. However, the truth is you need money to invest in real estate. So, there's really no way around it, which made her book redundant. She just gave examples of 3 people with 3 different investment strategies. In the end, the one with the most number of rental properties ended up with the largest profit growth. I really did not find the book useful for someone looking to invest in rental properties.	0
Clinton's old friend and key Russia advisor provides insight on a number foreign policy topics as they evolve. As deputy secretary of state, his accounts provide personal, scholarly and practical accounts. The reader might determine both that Talbott was an invaluable resource as the post-Cold War era evolved, and that in the end, Clinton was his own &quot;Russia Hand.&quot;  The primary theme of the book is the relationship between Clinton and Russian President Boris Yeltsin. As they address issues such as NATO expansion, the Balkans, economic difficulties, and each president's own personal troubles, a number of lessons emerge. First, great power politics takes place between human beings, not merely among structural or organizational frameworks. Second, the blending of idealism and realism is thorough and complex, they are not either-or options. Third, political, military, economic, domestic and international issues all impact each other, often in surprising ways. Fourth, watch out for the u in trying to explain policy making: in the generic Y=Ax+By+Cz+u, that u (for unexplained/unexpected) can often play a large role.   The Russia Hand is valuable to students of foreign policy, Russia and U.S.-Russia relations, and the emergence of the post-Cold War era. 	1
I purchased this book at Walmart, which rarely carries books regarding Shambala or any other Eastern ideology. It was cheap and on the clearance rack. I should have know better.When I realized this was part three in a series I decided to read the first two books, The Celestine Prophecy and The Tenth Insight in order to be able to better appreciate the third one. After borrowing and reading the first two, I realized what a sham this series truly is. First, I realize they are supposed to be fictional. However, when a work of fiction attempts to use historical background for its premise, the author should first do his homework and make sure the historical facts are completely accurate. Additionally, when usurping a mythical name such as Shambala, one should know what the actual mythology entails, instead of making up one's own notion of what is involed.  Shambala is NOT the same as Shangri-la. Shangri-la was a fictional community in a book written in early 20th century Western culture. Shambala is an ancient Eastern mythical kingdom that is in no way similar to the fictional place in Redfield's imagination.Also, beware of writers who combine religions and mythologies. As Joseph Campbell said many times in his lectures and books, they all contain the truth as seen by different cultures, but they must never be mixed together. It just doesn't work	0
This book would not be helpful for children of faiths other than Christianity	0
I am an avid fan of true crime books and this is by FAR the most one-sided book I've ever read.  It wasn't about the crimes, it was about this author's personal feelings and dislike of Aileen Wuornos.  He has a real problem with women, lesbians in particular.  He made Ms. Wuornos out to be someone she wasn't.  She had a hard life, yes and chose to committ crimes, but that wasn't what this book was about.  Again, it wasn't worth the $.  I actually threw my copy of this away	0
I loved this book. I really am into those old school ways for children and this is the book. I think we need to discipline this generation the way our parents did us. If your are a fan of Dr. Dobson you will like Bates too. I feel everyone could benefit from this book especially our children	1
This book was fun to look at, but not really usable. Lots of stylized drawings and self-aggrandizing tales by the author and not a lot of realistic how-to. Also, the explanations about skin care were clearly not written by anyone with a science or medical background.	0
Book goes over a lot of information in a very short time, but not much of that information is worth anything unless you're building a circle-track or drag car. Took the hit and ordered Stanforth's Competition Car Suspension	0
This is an overwritten and overhyped piece of fiction that will never pass for great literature. It is timely but it is not timeless.  Not one character comes alive even though they all talk endlessly. Not one scene is memorable. The true nature of the book -- soap opera-- is cloaked under its many pages.   Messud is a good writer who in this instance could not tell a good story, and she seems to have believed her publicity machine.  I can't believe that her husband, who a great literary critic, would not talk her out of publishing this.  Oh.  I forgot.  Money and fame trumps quality every time.	0
The form of Chinese meditation called Qigong is based upon the fundamental lessons of internal Elixir Qigong - and the first step in learning this process is to absorb Embryonic Breathing theory and techniques which were long kept secret within Buddhist monasteries. Dr. Yang translates and discusses most of the documents available on this arcane process, providing a summary of the practice and an important analysis of the breathing technique which is essential to the study of this ancient Buddhist discipline. An essential key to understanding	1
Maybe it is me but this novel was about as exciting as watching the grass grow.  It is the first mystery novel that I have read by a female author and I hope that it is not representative of the gender.  But, by the reviews here, all by women, I can see that Jance writes to that crowd.  Her readers seem to like being taken down the aimless boring pass of relationship drible. If you want to spend 10 pages with the main character sitting and talking about nothing in her mothers house or on her friends porch talking about their health than this book is for you.  It is amazing that Jance can start great with the murder scene and then 200 pages later start uncovering her first clue, the insulin bottle.  Jance gives no indication that Oak Vista or the stranded stranger are even remotely related to the story. Do not start this book it is absolutely a total waste of time.  If you want a good mystery read Coben, Crais, Patterson or Michael Connely	0
My two boys, ages 3 and 2, both pull this book off the shelf over and over. I use it to teach the younger one new vocabulary (both in English and Spanish) and the older one to continue to practice his numbers (also in both languages), as well as colors. It's a great addition to the workbook Flip Flop Spanish, and also just for fun.., my littlest, a one-year-old girl, even looks at the pages and will sit with the boys to watch them. They're sturdy pages, full of all KINDS of things. The kind of book you find something new each time you open it. It has little lists to find items as well.	1
I must agree with some other reviewers of this book, and say that it is a very dry list of factual data, interspersed with Bill Wyman's moans and boasts. His gripe with Allan Klein about money seems to be quite valid, but he mentions it about a thousand times. Mick and Keith get quite a pasting- again it seems quite valid, but do we need to hear it so many times?    Bill opines that Keith Richard's voice is weak and that his own songs were ignored by the band. Listen to his only self-penned Stones track of the 60s, on &quot;Satanic Majesties&quot;, and you will conclude that this is quite a self delusion- his voice is far weaker, and his songwriting at that time was also inferior.     The book seems to be more authoritative on dates, but we can only take Bill's accuracy on faith. My knowledge of the Stones is not enormous, but even I can see some big factual errors. For example he tells us that neither Taj Mahal nor Marianne Faithfull recorded songs for the &quot;Rock n Roll Circus&quot;. A recent re-issue has proved him completely wrong.      As another reviewer rightly said, Marianne Faithfull's autobiog is a much better read	0
"On our beloved Kay Scarpetta and the illustrious Ms. Cornwell?  Having been an avid fan of her novels from the very beginning, I simply cannot help but ask myself....is she really writing this stuff?Very slow in the beginning, I began to fear a repeat of the struggle that I endured to finish Blowfly.  However, this novel does begin to pick up momentum...but not until the reader is halfway through, and certainly not until this author had left me sufficiently disgusted.  The storyline finds Scarpetta summoned home to the scene of the crime...Richmond, Virginia, where her previous employer seeks her assistance in unwraveling the mysterious death of a young girl.  So Scarpetta---with Marino tagging along of course---heads back to Richmond from her new home in Florida to offer assistance; only to find that her old building is being demolished...and that the new one, under the leadership of Dr. Joel Marcus, is sloppy regarding policies and procedures.  The demoralization of her former staff by Dr. Marcus is also unnerving to Scarpetta; and clearly he resents her intrusion. So why has he asked her to come?Meanwhile, Lucy, as head of The Last Precinct, is once again up to her ears in nonsense.  For such a brilliant, successful young woman (as readers have always been lead to believe), why must Cornwell insist on making her so completely stupid in her literary life?  In this tale she is once again romantically linked with a narcissistic sociopath who also happens to be her employee.Worse than the weak storyline, and the fact that this novel is just all over the place, is the author's disturbingly sterotypical portrayal of African-Americans throughout.  Drug dealers are black, they're dead of gunshot wounds, and most ludicrous of all is in one instance Cornwell references a dead young man's ""conspicuously large organ.""  Are you kidding me?  The trash collectors are ""big dark men"" and of course in an upscale neighborhood, the ""old black woman"" must WORK in one of the houses.  The author's unbelievably narrow-minded, stereotypical view of other races is disturbing at best, and frankly makes one think that she may just be as stupid from a common sense perspective as Lucy.Read only if you must, but frankly there are better ways to spend your time.DY"	0
"The Boston based author, Dennis Lehane, wrote a great detective story with a social background so great, it is almost more important than the plot. ""Mystic River"" differs from Lehane's other books and indeed raises him to the next level as a writer.""Mystic River"" is set in the fictional Boston suburb, called East Buckingham (the author explains it as an amalgamate of Dorchester, Charlestown and South Boston and it really feels like Dorchester), home mostly to white working class, with plenty of crime. I liked the background info especially since I could relate to it, knowing the area...The first part, which is the base and explanation for later events, takes place in 1975, when one of the three eleven-year old neighborhood boys playing in the street is abducted by two men in an apple-smelling car, and although he comes back after four days, his life as well as his friends' is changed forever. The ways of the boys soon part, Dave (the boy taken by the men) lives a quiet life, has a wife and a son, and likes his memories of being a football player in high school. Jimmy, the ""bad boy"", after doing some time in prison settles down as a storeowner with a nineteen-year old daughter from his first marriage, second wife and their two daughters. The third boy, college-educated Sean, becomes a policeman.When Jimmy's beautiful daughter, Katie, is found murdered in the park after a night out Dave comes home covered in blood, Sean gets assigned to the case. There are many leads to different people... But the case is difficult. Meanwhile, Jimmy and his family embark on the search of their own.The plot is very good until the end, and psychological details as well as the insights into the society are extremely accurate. The characters are very real, especially Jimmy and Sean, who are central to the plot. Their trauma after Dave's abduction made a lasting effect on their lives - in very different ways. They are complicated, multifaceted people, very well developed as literary characters. Some side protagonists, depicting perhaps types rather than individuals (Bobby, Roman, the Savage brothers, Sergeant Whitey), are very good. I was in the grasp of this book until the end - it is not only great entertainment, but also food for thought. The movie based on ""Mystic River"" with Sean Penn is equally moving - recommended for those with little time..."	1
The content of this book is adequate, but the layout leaves much to be desired.  The only way to find a chapter is through the table of contents.  Pages are not labeled with chapter information, such as which chapter that page belongs to.  The content is often broken up with cases and excercises that divide paragraphs in half. This makes it very confusing to follow the flow of the book.  You can be reading along and jump into a case or excercise without knowing it and become very confused.  If the authors and publishers would rework the flow of the book, I would rate it much higher	0
This book offers more information about Santa Claus than it does the gods/godesses associated with the Winter Soltice.  The craft projects are cheesey and the recipes terrible.  Save your money and do a little research yourself and if you want recipes or craft projects pick up one of those special Christmas magazines for ideas you can adapt for a pagan holiday theme.	0
This book provides a good and clear overview of the subject of MySQL. This is a thick book that covers a lot of material. The last Chapters even provided introductions to application development with C, PERL and PHP. MySQL: The complete Reference really seemed like an actual complete reference. While it may not go to deep into every subject it does at least briefly cover each topic. Most of the focus was on SQL (Structured Query Language) though.There were only a few minor issues with this book aside from minor grammatical errors. For one thing, you would occasionally have to modify the sample tables before you could even start the exercise. Also, it would have been nice having more sample tables and data so I could follow along in more of the examples. Frequently, my result set wouldn't quite match the one in the book. Additionally, some of the command wouldn't even execute or would return an error message. Lastly, the chapters on development were pretty useless unless you are already familiar with one of the languages.But, I believe many of the above problems where because of version differences and the fact that I was running MySQL on windows. Although windows instructions were given as well the book examples were still more oriented towards a UNIX installation. Also, MySQL would be several versions newer on my computer. I believe that made a difference on some of the results as well. And for windows administration its better just to use one of the suggested GUI programs since many of the commands were difficult to run from the command prompt.So, I wasn't quite able to follow along with all the examples for one reason or another. Nevertheless, there were still plenty of quality examples I could follow along in. In addition, there was still a lot to learn from just reading through the material. Overall, this book works well as a reference or for working the Chapters in order. Even though the book's user level isn't indicated I believe it provides a fine introduction for a beginner.	1
I thought the title was interesting so I bought this book.  Wow, what a disappointment.  This is sappy and poorly written.  How does Mitch Albom keep  getting on the best sellers list	0
"I clearly do not share the enthusiasm of some of the reviewers here, who will all have to forgive me for thinking that Susan Cooper's ""The Dark Is Rising"" is plain awful. This book was recommended to Harry Potter fans who have run out of HP books to read. I must say it was a waste of my time to read ""Dark.""Never have I read a book in which no physical description is given for the hero. In this case, we are told that on his 11th birthday, an English boy named Will Stanton discovers he is the last of ""The Old Ones."" Unlike JK Rowling who, in the first pages of Harry Potter & the Philosopher's (or Sorcerer's) Stone, provides the reader with a vivid description of Harry as skinny, with an unruly mop of black hair, startlingly green eyes, and, of course, a lightning-bolt scar on his forehead, Cooper does not describe Will Stanton at all. The result is that the reader, after having read 244 pages, still cannot visualize what Will looks like!!I also find quite annoying Cooper's approach to this good vs. evil tale. She is vague and abstract till the end as to who exactly are The Old Ones, and who or what exactly is The Dark. As for The Dark being evil, all the reader succeeds in gleaning is that The Dark means cold, snow, and--of course--darkness. Excuse me: but is this the best Cooper can do? Is this what this book is about?--the Druid pagan worldview of light vs. dark, summer vs. winter, warmth vs. cold? What happened to the conception of evil as MORAL evil?"	0
Many reviewers compared this novel to Jurassic Park, saying it was a better book than Crichton's. What absurdity. I am not saying that JP is an awesome book, but it was far better than Tyrannosaur Canyon.Tyrannosaur Canyon is a fairly intriguing story, but poorly executed and VERY poorly ended. It's as though Preston suddenly realized that he was going to have to get his characters out of the predicament he had put them in, and didn't know how to do it. The ending is too fast, too unlikely and too unrealistic.The book closes with a theistic comment by one of the characters, which I believe is Preston's way of attempting to belong to both camps, having his science AND being religious.Overall, I had high hopes for this book and I am sorry to say that in the last 100 pages, I was greatly let down	0
If you want to write a great script, never ever ONCE think of it as anything other than telling a solid story.  This  book advances the theory that writing for animation is different than writing.  It isn't. 	0
This was a hot mess, it was so boring I couldn't even finish the book, I passed it on to my cusion, and she said the same thing, I just gave the book away. My hopes were all high from Flyy Gryl, but thats the only good book that Omar written. I was so upset by this that I actually wanted to write Omar Tyree myself and ask him what the hell was going on. I mean when you write a bad book chances are that no one is going to want to read the next book. I hate reading a bad book because I feel it is just a waist of my time, and I could've done somthing better. Omar, you owe my 4 hours of a good book	0
I bought this book for my CCNP recertification.  I ran into a bunch of stuff on the exam that was not covered in this book or was in greater detail than was covered by this book. I used Sybex books before on my original CCNP certification and I passed.  If I try to recertify, it won't be with one of those books.  I'll use Cisco Press.  Live and learn.	0
The book was long and boring. To many and way to much descriptive details. I regret ever purchasing the book. Had to really fight with my self to finish the book. I'm glad it's over	0
I had ordered this for Hanukkah 2006, but luckily I took a sneak peak first. My daughter, aged 4, would find this far too scary. Despite its inappropriateness for the younger, more sensitive reader, it is excellently written and very well illustrated. I have not returned it, but it'll be a while before it comes down from my shelf	1
The only reason Susan McCrook wouldn't talk was she was afraid she'd end up taking an ADN (Arkansas dirt nap). Case closed	0
This is a superb book for anyone who wants to learn more about futures and options, especially with specific examples to energry trading.  It is quite easy to read and very understandable for anyone untrained in finance  jargon	1
Lately there has been a lot of talk about how great Ronald Reagan was as a president. This book shows that this is not even close to being true. Under his presidency we went from the number one loaner to the number one debtor in the world. Him and his administration sold missles to Iran inexchange for hostages and then illegally took that money to support Contras in Latin America. Under his administrations hands off approach wall street ran wild with illegal and immoral practices. All this happened while his administration held down the poor and middle-class while giving the rich more money. It is debated whether Reagan knew some of these things were happening hence the title of the book. It is a very good read and easy to fly through the whole book. The only complaint about it is the lack of an indept description of the savings and loan scandle and the dredded star wars program. Recommended for anyone intrested in learning what happened behind the scenes of this presidency	1
I love Mr. Koontz and have long read his novels...Watchers, Intensity, Odd Thomas and so on but this was dissappointing, not to mention just plain depressing. And come on with the corny slap-stick banter between the characters! Okay okay, we know the 9 year- old Leilani has a high IQ but REALLY! She speaks like a 50 year-old rocket scientist and cracks jokes with every sentence? These characters were too unbeliveable for me to get into. Therefore, I put it down after 350 pages of this twattle. Koontz has done much better in the past.Lastly, let's keep dogs out of your next few novels, please? It's getting a bit old. How about a smart cat or raven for your next novel, maybe mixed with some more down-to-earth folks that speak like real people do?	0
This book captures the human spirit, at both its best and its worst.  Schwarz-Bart is a masterful author in his telling of the tale of Ernie Levy, from birth and on.  He also, shows us the readers the cruelty of nature that was the Nazi movement.  It is unfortunate that so many people had to suffer so much through history as did the Jewish people.  It is one might say not a fair trade for normal life to be a Just Man, although without them humanity would crumble, as future readers will find out their importance.  And if there really are Just Men in our world...we really owe them a great deal of thanks for taking the pains of the world on their shoulders	1
Abby Cooper has become my favorite amateur PI. The premise of this series, a young woman private detective who has strong psychic abilities which she uses to solve cases, is original and fun to read. Abby is a psychic, but she also has the same trials and tribulations of a normal young woman, money, sibling and romance issues. In this latest book, Abby, her sister Cat, and Abby's handyman Dave, buy and plan to renovate a house, only the house turns out to be haunted! Poor Dave, Abbey's partner and handyman, is attacked by his own chainsaw as he begins the renovation! Determined to find out what's going on, Abby begins investigating the history of the home and discovers a missing treasure with ties to WWII Nazi Germany. In order to solve the mystery, Abby depends on her spirit guides to help her on the case. There is danger for Abby and her friends from an unknown stalker and the romance between Abby and Dutch becomes more intense as they each must sacrifice some of their independence to become a real couple. Ms. Laurie has a great series going here, and I look forward to reading more Abby mysteries.	1
If you adore the intellect and see in it the only way to the highest, purest, and most divine knowledge, than this is your book--but it isn't mine.  Page after page of speculation about the higher realms open only to  a mind freed from the crude considerations of the flesh....I kept hoping  that Plotinus would realize his vision and disappear before finishing, but  it didn't happen	0
